sample_id,condition,replicate,ground_truth,baseline_prediction,selected_alpha,selected_score,post_prediction,baseline_correct,post_correct,repair,break_case,hook_calls,score_alpha_0,score_alpha_1p5,score_alpha_2,score_alpha_4,baseline_expected_numeral,baseline_entropy,baseline_top1_prob,baseline_conditional_margin,post_expected_numeral,feature__baseline_best_numeral,feature__baseline_entropy,feature__baseline_entropy_norm,feature__baseline_expected_numeral,feature__baseline_top1_prob,feature__baseline_conditional_margin,feature__baseline_vocab_numeral_mass,feature__baseline_numprob_0,feature__baseline_numprob_1,feature__baseline_numprob_2,feature__baseline_numprob_3,feature__baseline_numprob_4,feature__baseline_numprob_5,feature__baseline_numprob_6,feature__baseline_numprob_7,feature__baseline_numprob_8,feature__baseline_numprob_9,feature__baseline_numprob_10,feature__baseline_numprob_11,feature__baseline_numprob_12,feature__baseline_numprob_13,feature__baseline_numprob_14,feature__baseline_numprob_15,feature__geom_top2_prob,feature__geom_expected_minus_pred,feature__geom_p_down1,feature__geom_p_up1,feature__geom_p_down2,feature__geom_p_up2,feature__geom_local_asymmetry,feature__geom_up_mass,feature__geom_down_mass,feature__geom_signed_tail_mass,feature__geom_up_distance_mass,feature__geom_down_distance_mass,feature__geom_signed_distance_mass,feature__geom_up_boundary_gap,feature__geom_down_boundary_gap,feature__geom_up_down_logratio
pccv3_n09_grid_r12,grid,12,9,7,4.0,0.19670815143994078,8,False,False,False,False,1,-0.007677563965179726,0.015022220515651214,0.048961985241742466,0.19670815143994078,7.181541582018147,0.48241240554793774,0.8168946923177456,0.6346208487964847,7.8710503055803995,7.0,0.48241240554793774,0.1739934962868313,7.181541582018147,0.8168946923177456,0.6346208487964847,0.982265905725292,1.7345802789143688e-06,0.00020049022049328696,1.0625592415004902e-05,3.2406225939234265e-06,9.284539179725735e-07,2.68657049139582e-06,0.00022718518320699499,0.8168946923177456,0.1822738435212609,0.00037456504394127823,7.773849477634478e-06,1.1921584289001e-06,3.014248552983228e-07,1.5156593562931824e-07,9.192938692721291e-08,4.969655704480531e-07,0.1822738435212609,0.18154158201814674,0.00022718518320699499,0.1822738435212609,2.68657049139582e-06,0.00037456504394127823,0.1820466583380539,0.18265841645885703,0.00044689122339749304,0.18221152523545953,0.1830580995414543,0.0015165175233065448,0.18154158201814777,0.6346208487964847,0.8166675071345386,6.687499995603791
pccv3_n09_grid_r13,grid,13,9,7,2.0,0.126404633568262,8,False,False,False,False,1,0.09812963589205576,0.09161003310028286,0.126404633568262,0.01897788629939856,7.436792752402509,0.694020569868145,0.5615887265241186,0.12422298654306202,7.6515305772795275,7.0,0.694020569868145,0.25031500860592626,7.436792752402509,0.5615887265241186,0.12422298654306202,0.9719501802147121,1.966047255175257e-06,0.00027410878623279416,9.98441180867767e-06,3.673059836601891e-06,9.885906436852117e-07,2.5244546460542e-06,0.00012163503656039216,0.5615887265241186,0.4373657399810566,0.0006177136852563907,1.0628351045891422e-05,1.1924679387076608e-06,3.2094839167978313e-07,1.4241998548275258e-07,9.195325376082099e-08,5.632819694615212e-07,0.4373657399810566,0.4367927524025088,0.00012163503656039216,0.4373657399810566,2.5244546460542e-06,0.0006177136852563907,0.4372441049444962,0.43799639308889793,0.0004148803869833806,0.43758151270191453,0.4386454314668652,0.0018526790643563441,0.43679275240250887,0.12422298654306202,0.5614670914875582,8.187499991780971
pccv3_n09_grid_r14,grid,14,9,7,4.0,0.14703175470328286,8,False,False,False,False,1,0.0010444792775535228,0.008461966518822145,0.04708975566242676,0.14703175470328286,7.2207850402720535,0.5380989035362138,0.7766078337714226,0.5541059641167089,7.77803580564488,7.0,0.5380989035362138,0.1940781549098711,7.2207850402720535,0.7766078337714226,0.5541059641167089,0.973304104768701,2.8941480471854175e-06,0.0003345180313496838,1.0753064497625863e-05,4.210960561288815e-06,1.206460400198324e-06,3.0808045595168205e-06,0.00022991065650890003,0.7766078337714226,0.22250186965471372,0.00029521112652479257,6.522063303677512e-06,9.395923044190954e-07,3.0504095994057696e-07,1.4866509067839554e-07,9.303223653295648e-08,5.029275190888149e-07,0.22250186965471372,0.22078504027205348,0.00022991065650890003,0.22250186965471372,3.0808045595168205e-06,0.00029521112652479257,0.22227195899820482,0.22280559210265286,0.000586574125924399,0.22221901797672847,0.22312270830804423,0.002337668035990214,0.220785040272054,0.5541059641167089,0.7763779231149137,6.874999995654979
pccv3_n09_grid_r15,grid,15,9,8,1.0,-0.016978469617453237,8,False,False,False,False,0,-0.14443298438917462,-0.016978469617453237,-0.03749677808036562,-0.11076301168168425,7.651040813184121,0.6559554897704065,0.6505881859165124,0.3023534241452615,7.651040813184121,8.0,0.6559554897704065,0.23658593303391418,7.651040813184121,0.6505881859165124,0.3023534241452615,0.9697446040667543,2.5808844082936455e-06,0.00019260320387783314,5.132701527434295e-06,2.5808844082936455e-06,7.871252725646001e-07,2.0099947981958707e-06,9.68469729281497e-05,0.34823476177125084,0.6505881859165124,0.0008631876737313787,9.008171718510797e-06,1.2977501795828922e-06,2.720232153179563e-07,1.4560353482141816e-07,9.111636383314878e-08,5.082062723454869e-07,0.34823476177125084,-0.348959186815879,0.34823476177125084,0.0008631876737313787,9.68469729281497e-05,9.008171718510797e-06,-0.34737157409751945,0.0008745105450157905,0.3485373035384717,-0.34766279299345587,0.0008910175203319451,0.3498502043362092,-0.3489591868158773,0.649724998242781,0.3023534241452615,-5.999999998844375
pccv3_n09_grid_r16,grid,16,9,7,2.0,0.16022832377690122,8,False,False,False,False,1,0.14485785067820067,0.1288066812036073,0.16022832377690122,-0.018919002497976765,7.498916625801806,0.7034919609395028,0.4993453336878863,0.0,7.705820018480867,7.0,0.7034919609395028,0.2537310908381683,7.498916625801806,0.4993453336878863,0.0,0.9745197435512409,2.5435307805409967e-06,0.00033313679014700955,1.1399314099219032e-05,3.7008154485042827e-06,7.757330597511949e-07,1.6422269003802804e-06,8.966255069542798e-05,0.4993453336878863,0.4993453336878863,0.0008506945954123251,1.2917115137552907e-05,1.6422269003802804e-06,3.442294586055583e-07,1.5759973025420547e-07,1.1175494307372342e-07,6.041415143886075e-07,0.4993453336878863,0.4989166258018063,8.966255069542798e-05,0.4993453336878863,1.6422269003802804e-06,0.0008506945954123251,0.4992556711371909,0.500211805350983,0.00044286096113083323,0.49976894438985214,0.5011003252941163,0.0021836994923113986,0.4989166258018049,0.0,0.4992556711371909,8.624999988849074
pccv3_n09_grid_r17,grid,17,9,7,4.0,0.15924551195373704,7,False,False,False,False,1,0.019963778117376617,-0.013048493010234197,0.013003800740155143,0.15924551195373704,7.082818596161916,0.29765697766231375,0.9142354133977337,0.8291982734022437,7.4062332518111065,7.0,0.29765697766231375,0.10735706138985425,7.082818596161916,0.9142354133977337,0.8291982734022437,0.9799112293047472,2.0664731898063784e-06,0.0003699409436583934,7.677879338001615e-06,1.8236561892782378e-06,4.908304046816151e-07,1.2533793470917327e-06,0.0002107859958613026,0.9142354133977337,0.08503713999548997,0.00012784816912794032,4.1096726624551844e-06,6.708856198005202e-07,2.0460855381519769e-07,1.1658243975693241e-07,7.527128043643192e-08,3.8225910352129643e-07,0.08503713999548997,0.08281859616191589,0.0002107859958613026,0.08503713999548997,1.2533793470917327e-06,0.00012784816912794032,0.08482635399962866,0.08517054744427768,0.0005940391579885556,0.08457650828628913,0.08531315640341128,0.002494560241495657,0.08281859616191561,0.8291982734022437,0.9140246274018724,5.999999995267611
pccv3_n09_grid_r18,grid,18,9,8,1.0,0.0007911701355218029,8,False,False,False,False,0,0.0007911701355218029,-0.07996498404632102,-0.06397921264876306,-0.16791838304510676,7.95401283971844,0.25642968119841053,0.9386777840171018,0.8857212072048963,7.95401283971844,8.0,0.25642968119841053,0.09248745735042119,7.95401283971844,0.9386777840171018,0.8857212072048963,0.9801825634278742,1.758968488737654e-06,0.0001487441255120669,8.932779059005179e-06,3.963896678982148e-06,1.2868888371851226e-06,2.559284049697239e-06,4.261590546398135e-05,0.0529565768122054,0.9386777840171018,0.008121154081256667,3.1178462479161337e-05,2.559284049697239e-06,3.05662890693012e-07,1.1244709341499291e-07,7.490591282057576e-08,3.924789205880743e-07,0.0529565768122054,-0.0459871602815598,0.0529565768122054,0.008121154081256667,4.261590546398135e-05,3.1178462479161337e-05,-0.04483542273094873,0.008155777322603041,0.05316643866029506,-0.04501066133769202,0.00819617053331497,0.0541833308148745,-0.04598716028155953,0.9305566299358451,0.8857212072048963,-1.874999999895748
pccv3_n09_grid_r19,grid,19,9,8,1.0,-0.03615367969037328,8,False,False,False,False,0,-0.14125639215496122,-0.03615367969037328,-0.04292270334816045,-0.07325136242979119,7.730928156585086,0.5987847858574915,0.7293800158527636,0.4610561032192312,7.730928156585086,8.0,0.5987847858574915,0.21596596027909074,7.730928156585086,0.7293800158527636,0.4610561032192312,0.9755433246140086,2.253422471400686e-06,0.00031417500107355464,1.4694160337691133e-05,3.7152655604719628e-06,1.1330919771295846e-06,2.7181463497284926e-06,0.00013096762548001954,0.2683239126335324,0.7293800158527636,0.0018079523019119807,1.564185225792279e-05,1.754967185317555e-06,3.049675684187596e-07,1.353285381477923e-07,9.014824103299504e-08,5.352347511752026e-07,0.2683239126335324,-0.2690718434149142,0.2683239126335324,0.0018079523019119807,0.00013096762548001954,1.564185225792279e-05,-0.2665159603316204,0.0018264148004539958,0.2687935693467824,-0.2669671545463284,0.0018506849536526174,0.27092252836856473,-0.26907184341491214,0.7275720635508516,0.4610561032192312,-4.999999999450615
pccv3_n09_grid_r20,grid,20,9,8,1.0,-0.032256597561744677,8,False,False,False,False,0,-0.1379420686054879,-0.03527942155985001,-0.032256597561744677,-0.06932638618448234,7.730775612670212,0.5970532978402117,0.7295781192115071,0.46118132842506593,7.730775612670212,8.0,0.5970532978402117,0.21534145798511867,7.730775612670212,0.7295781192115071,0.46118132842506593,0.9701503348014171,3.0808998924255414e-06,0.00031426033261759635,1.2971073037548542e-05,4.482682892777303e-06,9.396213793135464e-07,1.8686602442614452e-06,7.01209583452631e-05,0.26839679078644113,0.7295781192115071,0.001595945655795746,1.772935476545779e-05,2.1174694650923344e-06,5.029430817583528e-07,2.032073743541729e-07,1.3536529407386408e-07,7.317778660000234e-07,0.26839679078644113,-0.26922438732978815,0.26839679078644113,0.001595945655795746,7.01209583452631e-05,1.772935476545779e-05,-0.2668008451306454,0.0016173657736424825,0.2688045150148503,-0.26718714924120784,0.0016467192197471862,0.27087110654953345,-0.26922438732978626,0.7279821735557113,0.46118132842506593,-5.124999999377138
pccv3_n09_grid_r21,grid,21,9,7,4.0,0.11211973956150871,7,False,False,False,False,1,0.048755318918349354,-0.014247380750319767,-0.0029065846953426674,0.11211973956150871,7.034855570615101,0.1660169335227293,0.9619715640552106,0.9246718787023271,7.243239450933086,7.0,0.1660169335227293,0.05987795167420857,7.034855570615101,0.9619715640552106,0.9246718787023271,0.9837985975377848,2.174372614913551e-06,0.0003892571464241722,7.129493328764263e-06,1.693403095183692e-06,4.5577325999538937e-07,1.093343213053782e-06,0.0002360963938185103,0.9619715640552106,0.037299685352883416,8.685500942054634e-05,2.791949702898787e-06,5.49767493083652e-07,1.784833731030221e-07,9.856788010950447e-08,6.36402065458227e-08,3.132480751544414e-07,0.037299685352883416,0.03485557061510125,0.0002360963938185103,0.037299685352883416,1.093343213053782e-06,8.685500942054634e-05,0.037063588959064905,0.03739053601903485,0.0006378999257545931,0.03675263609328026,0.03748840558099877,0.0026328349658985887,0.03485557061510018,0.9246718787023271,0.9617354676613921,5.062499995791252
pccv3_n09_grid_r22,grid,22,9,8,1.0,-0.046624746591252195,8,False,False,False,False,0,-0.046624746591252195,-0.08790264968251285,-0.06935376680805719,-0.16954372392221642,7.894074868945792,0.35747531165868357,0.891063348435186,0.7846410078178895,7.894074868945792,8.0,0.35747531165868357,0.12893196484255487,7.894074868945792,0.891063348435186,0.7846410078178895,0.9704459432214634,2.4294643526776345e-06,0.0002186934116249199,7.029888197417876e-06,5.143176074978453e-06,1.4735446165778916e-06,2.75294377301766e-06,5.5294353800405784e-05,0.1064223406172965,0.891063348435186,0.002208725214481331,1.0228426972968833e-05,1.384267061451746e-06,3.0887173110992446e-07,1.3284407619559688e-07,1.0027596960208172e-07,6.142647849530531e-07,0.1064223406172965,-0.10592513105420842,0.1064223406172965,0.002208725214481331,5.5294353800405784e-05,1.0228426972968833e-05,-0.10421361540281517,0.0022214941650776122,0.10671515739973648,-0.10449366323465888,0.0022401360862293255,0.10816526714043793,-0.10592513105420862,0.8888546232207046,0.7846410078178895,-3.8749999995566466
pccv3_n09_grid_r23,grid,23,9,8,1.0,-0.03140639921677013,8,False,False,False,False,0,-0.1433978637275966,-0.03140639921677013,-0.04381001195401223,-0.0761420517460501,7.73122495851239,0.5939664325866809,0.7299263919548041,0.4614014787861836,7.73122495851239,8.0,0.5939664325866809,0.21422810668682835,7.73122495851239,0.7299263919548041,0.4614014787861836,0.9793917435503232,1.5499132708912803e-06,0.00017914561649516183,6.946229366125371e-06,3.492783473116909e-06,1.0006992194419892e-06,2.4005526342115476e-06,9.588973859811549e-05,0.26852491316862054,0.7299263919548041,0.001243517050812953,1.2191012197332715e-05,1.5499132708912803e-06,2.86705126584378e-07,1.3126317194128197e-07,9.021577077533906e-08,5.031831675863044e-07,0.26852491316862054,-0.26877504148760956,0.26852491316862054,0.001243517050812953,9.588973859811549e-05,1.2191012197332715e-05,-0.2672813961178076,0.0012582693435180643,0.2688153387016776,-0.26755706935815954,0.0012784155281840924,0.27005345701579275,-0.26877504148760867,0.7286828749039912,0.4614014787861836,-5.374999999199553
pccv3_n09_grid_r24,grid,24,9,7,0.0,0.1458056651700554,7,False,False,False,False,1,0.1458056651700554,0.11396085214063358,0.14156832611502412,-0.06284123358198432,7.499388807730911,0.7040873876266439,0.49929888916216447,0.0,7.267719394605923,7.0,0.7040873876266439,0.2539458456203561,7.499388807730911,0.49929888916216447,0.0,0.9710034860344123,3.476271014446022e-06,0.00027615441162776873,7.833897660835061e-06,5.057944480905067e-06,1.2013671160439233e-06,2.2444492579410675e-06,0.0001304461074448323,0.49929888916216447,0.49929888916216447,0.000963873605797001,9.449484329367512e-06,1.3613272891105261e-06,3.233435727665317e-07,1.677484357093877e-07,9.861421806726271e-08,5.331034261643555e-07,0.49929888916216447,0.4993888077309112,0.0001304461074448323,0.49929888916216447,2.2444492579410675e-06,0.000963873605797001,0.49916844305471963,0.5002746963892326,0.0004264144486027721,0.49984828194062986,0.5012680084713169,0.0018792007404043762,0.49938880773091254,0.0,0.49916844305471963,8.249999992336003
pccv3_n09_grid_r25,grid,25,9,7,2.0,0.12954527446185254,8,False,False,False,False,1,0.0704312685344343,0.0909984917154034,0.12954527446185254,0.07699585523303377,7.405396404945195,0.6851150832408164,0.5920045529706702,0.18512617071848636,7.5914421630398286,7.0,0.6851150832408164,0.2471030332574388,7.405396404945195,0.5920045529706702,0.18512617071848636,0.9752590991494614,2.6611799233969562e-06,0.0003949541193716951,1.2695779363735862e-05,2.832811282639513e-06,7.624408133612612e-07,2.3484830396181244e-06,0.0001452955007228183,0.5920045529706702,0.40687838225218387,0.0005398382753801175,1.2695779363735862e-05,1.614087214551971e-06,4.0810515892092946e-07,1.7552384166945266e-07,1.098400134211115e-07,6.728516561953925e-07,0.40687838225218387,0.40539640494519524,0.0001452955007228183,0.40687838225218387,2.3484830396181244e-06,0.0005398382753801175,0.406733086751461,0.4074338967148125,0.0005615503145172652,0.40687234640029524,0.4080118478520816,0.002615442906885325,0.4053964049451963,0.18512617071848636,0.5918592574699474,7.937499993119932
pccv3_n09_grid_r26,grid,26,9,7,4.0,0.19977151058419523,7,False,False,False,False,1,0.00852417137682357,0.0005768824416896584,0.034442902242688325,0.19977151058419523,7.1043421556756465,0.34623230937903987,0.8926474043694462,0.7860358752500205,7.46808545371946,7.0,0.34623230937903987,0.12487690893416854,7.1043421556756465,0.8926474043694462,0.7860358752500205,0.9812125606945727,2.28632777322202e-06,0.00038450121079638836,8.494738212192994e-06,2.590748779430254e-06,6.550438742227855e-07,1.7805938601432105e-06,0.00019333935055648534,0.8926474043694462,0.1066115291194257,0.0001414500905575183,4.271422619687053e-06,6.972905744582425e-07,2.7306291238654525e-07,1.2501731115307977e-07,9.146461872847847e-08,5.101486821908323e-07,0.1066115291194257,0.10434215567564653,0.00019333935055648534,0.1066115291194257,1.7805938601432105e-06,0.0001414500905575183,0.10641818976886921,0.10675894761670184,0.000593648013852085,0.10616529960284975,0.1069168695909151,0.0025747139152690105,0.1043421556756461,0.7860358752500205,0.8924540650188898,6.312499994837127
pccv3_n09_grid_r27,grid,27,9,8,1.0,-0.041355060189866934,8,False,False,False,False,0,-0.1377625847500917,-0.041355060189866934,-0.05083911598055817,-0.09324260220674872,7.731555824317948,0.5961420590326906,0.729662184905881,0.46123446807877183,7.731555824317948,8.0,0.5961420590326906,0.2150127980579496,7.731555824317948,0.729662184905881,0.46123446807877183,0.9743357115469351,1.8688755607804666e-06,0.00020292510003551385,8.37571917457174e-06,3.081254889350385e-06,7.318621851603886e-07,1.8688755607804666e-06,7.465197240072387e-05,0.26842771682710914,0.729662184905881,0.0015961295487555327,1.773139763171147e-05,1.75564611457003e-06,3.050855486322861e-07,1.2326570448931238e-07,7.713770680205655e-08,4.7252574139710203e-07,0.26842771682710914,-0.2684441756820517,0.26842771682710914,0.0015961295487555327,7.465197240072387e-05,1.773139763171147e-05,-0.2668315872783536,0.001616594607203135,0.268721220486916,-0.26710462587971284,0.0016424664595102337,0.2700866421415626,-0.26844417568205237,0.7280660553571254,0.46123446807877183,-5.12499999937721
pccv3_n09_grid_r28,grid,28,9,8,1.0,-0.031625049228381344,8,False,False,False,False,0,-0.031625049228381344,-0.07549769205774015,-0.06283018184736616,-0.15732174677608773,7.915949001580515,0.30718519692578805,0.9128685454830628,0.8279585440084745,7.915949001580515,8.0,0.30718519692578805,0.11079364005983353,7.915949001580515,0.9128685454830628,0.8279585440084745,0.980154688138775,1.9383695244040795e-06,0.00014465435937373458,8.160840518258153e-06,3.621351027977741e-06,1.0375344406302033e-06,1.9383695244040795e-06,4.144416784731276e-05,0.08491000147458841,0.9128685454830628,0.001996891835312729,1.839073800079382e-05,2.1964604280503625e-06,3.5856230816192227e-07,1.591110597433162e-07,1.0599081584027102e-07,5.553521668293741e-07,0.08491000147458841,-0.08405099841948527,0.08491000147458841,0.001996891835312729,4.144416784731276e-05,1.839073800079382e-05,-0.08291310963927569,0.002018658050092148,0.08511279646684512,-0.08309413841675298,0.002047015907192679,0.08609801432667959,-0.0840509984194869,0.9108716536477501,0.8279585440084745,-3.749999999510999
pccv3_n09_grid_r29,grid,29,9,7,4.0,0.13689100733673895,8,False,False,False,False,1,0.01543947123085699,0.04130448930769578,0.0786207299192169,0.13689100733673895,7.293325093767913,0.6130422672469171,0.705204769322881,0.41123168489602824,7.8829637119457505,7.0,0.6130422672469171,0.22110825970311349,7.293325093767913,0.705204769322881,0.41123168489602824,0.9768142710372842,2.046730194283398e-06,0.00019612329009324503,1.0394153582620092e-05,2.178732950714551e-06,5.508699586251497e-07,1.406695719108743e-06,0.00020877215556899928,0.705204769322881,0.29397308442685277,0.00039003773566619396,8.617055978831185e-06,9.668068862645957e-07,2.9485944098189464e-07,1.191339835036411e-07,8.716028426993523e-08,5.508699586251497e-07,0.29397308442685277,0.2933250937679128,0.00020877215556899928,0.29397308442685277,1.406695719108743e-06,0.00039003773566619396,0.29376431227128375,0.29437375804905147,0.00042147262806759624,0.2939522854209839,0.2947900844764316,0.0014649907085185045,0.2933250937679131,0.41123168489602824,0.704995997167312,7.249999995213491
pccv3_n09_grid_r30,grid,30,9,7,4.0,0.10860494032020898,7,False,False,False,False,1,0.04545040217230183,-0.016517254844116945,-0.004759689153159434,0.10860494032020898,7.040203745730023,0.18050198740378012,0.9572962964952154,0.9152356326581714,7.244020959876726,7.0,0.18050198740378012,0.06510233052450894,7.040203745730023,0.9572962964952154,0.9152356326581714,0.9828992777158305,2.0327066543510844e-06,0.00028340252368035346,6.664988526866155e-06,1.9095511839652855e-06,5.470955740561095e-07,1.3970574904625667e-06,0.0002662320327796294,0.9572962964952154,0.04206066383704403,7.627675446920319e-05,3.351366698122326e-06,5.470955740561095e-07,2.0126521405113102e-07,9.808883142495624e-08,6.741540220750743e-08,3.11725661583476e-07,0.04206066383704403,0.04020374573002261,0.0002662320327796294,0.04206066383704403,1.3970574904625667e-06,7.627675446920319e-05,0.0417944318042644,0.04214151754889468,0.000562185955889684,0.041579331593004996,0.04223002040053995,0.0020262746705154927,0.04020374573002446,0.9152356326581714,0.9570300644624358,5.062499996267653
pccv3_n09_grid_r31,grid,31,9,8,1.0,0.06094295671852708,8,False,False,False,False,0,-0.13283526362254464,0.06094295671852708,0.015638243594132732,-0.06875823353169615,7.530956370501581,0.7011969535937252,0.5305344854782827,0.06233944532938618,7.530956370501581,8.0,0.7011969535937252,0.252903341909029,7.530956370501581,0.5305344854782827,0.06233944532938618,0.9793037106553797,2.1046311803281073e-06,0.00020167152107867172,7.345884618312812e-06,3.2597165395422907e-06,8.773408045099378e-07,2.538669793586346e-06,0.00013860667427483865,0.46819504014889657,0.5305344854782827,0.0009038290518167357,8.323977791648559e-06,1.0582750174512263e-06,2.3613307412497446e-07,1.1154136621255268e-07,6.980080338526529e-08,4.4115466115002687e-07,0.46819504014889657,-0.4690436294984188,0.46819504014889657,0.0009038290518167357,0.00013860667427483865,8.323977791648559e-06,-0.46729121109707983,0.0009140699345307082,0.4685514445871864,-0.4676373746526557,0.0009286609590283109,0.469972290457446,-0.46904362949841766,0.529630656426466,0.06233944532938618,-6.249999998895732
pccv3_n09_grid_r32,grid,32,9,8,1.0,0.0179237640420173,8,False,False,False,False,0,-0.14924870738011387,0.0179237640420173,0.0028063881928927946,-0.0367517363429483,7.621789538336611,0.6767959757275657,0.6212960979916368,0.24446096579988436,7.621789538336611,8.0,0.6767959757275657,0.24410254946894155,7.621789538336611,0.6212960979916368,0.24446096579988436,0.9737575042418882,2.623641020834842e-06,0.0003436291610330111,8.602587719703206e-06,5.9124663096108905e-06,1.5913187192160838e-06,3.368821755016509e-06,0.00012641410373103568,0.3768351321917524,0.6212960979916368,0.0013590796961183889,1.4183269356538389e-05,1.919496775588292e-06,4.282976229414103e-07,1.8420851222597876e-07,1.2660453551495092e-07,7.061434011338063e-07,0.3768351321917524,-0.37821046166338856,0.3768351321917524,0.0013590796961183889,0.00012641410373103568,1.4183269356538389e-05,-0.37547605249563404,0.001376627716322332,0.3773272742920408,-0.3759506465757185,0.0014015415892321523,0.3796120032526204,-0.37821046166338823,0.6199370182955184,0.24446096579988436,-5.624999999266862
pccv3_n09_grid_r33,grid,33,9,7,4.0,0.20546954059091835,8,False,False,False,False,1,0.0036760335155520407,0.006860997405359581,0.05335657164985588,0.20546954059091835,7.163238188753067,0.45364704947733253,0.8348751137404412,0.6704784565075189,7.756763481699728,7.0,0.45364704947733253,0.16361858714871447,7.163238188753067,0.8348751137404412,0.6704784565075189,0.9749810685677929,1.7727595995779508e-06,0.0002631008525027824,8.45736304535813e-06,2.9227864596620095e-06,8.373923408911781e-07,1.7727595995779508e-06,0.00014082773815520346,0.8348751137404412,0.16439665723292232,0.0002981323240140911,7.944957321765386e-06,1.2183986666637023e-06,3.4907706248721053e-07,1.7012657302979424e-07,1.0984197118291379e-07,6.126493241561999e-07,0.16439665723292232,0.16323818875306717,0.00014082773815520346,0.16439665723292232,1.7727595995779508e-06,0.0002981323240140911,0.1642558294947671,0.1647051946078557,0.00041969165170305304,0.16428550295615266,0.1650300665807246,0.0017918778276562117,0.1632381887530684,0.6704784565075189,0.834734286002286,7.0624999929052095
pccv3_n09_grid_r34,grid,34,9,8,1.0,0.055004186500332126,8,False,False,False,False,0,0.055004186500332126,-0.07955706579957751,-0.05962622240993471,-0.20024180732074337,7.980021250849057,0.16056206718258553,0.9675461702929987,0.9417619382234426,7.980021250849057,8.0,0.16056206718258553,0.05791052451979918,7.980021250849057,0.9675461702929987,0.9417619382234426,0.9795828498084411,1.5030831380534566e-06,9.299246087253563e-05,3.838257255925449e-06,3.1820270282293985e-06,8.564309562055184e-07,1.8130643485146912e-06,2.502858130318446e-05,0.0257842320695561,0.9675461702929987,0.006519274814602347,1.831130125177146e-05,2.054471061830036e-06,2.3050526480135888e-07,9.913907903038283e-08,5.648774449115375e-08,3.570135381190286e-07,0.0257842320695561,-0.01997874915094311,0.0257842320695561,0.006519274814602347,2.502858130318446e-05,1.831130125177146e-05,-0.019264957254953755,0.006540383732542391,0.025913445974458754,-0.019373062241916362,0.006566316567979517,0.026545065718921713,-0.019978749150942197,0.9610268954783964,0.9417619382234426,-1.374999999885392
pccv3_n09_grid_r35,grid,35,9,8,1.0,0.03950124242296914,8,False,False,False,False,0,-0.1409872540514067,0.03950124242296914,-0.0023672854949603455,-0.0821092242161541,7.5614730311712925,0.6942373430733144,0.5615595286880175,0.12421652800458044,7.5614730311712925,8.0,0.6942373430733144,0.25039319301295015,7.5614730311712925,0.5615595286880175,0.12421652800458044,0.9775706244269102,2.6871282674408017e-06,0.00024188757807156234,7.304371940122969e-06,3.6728688687386963e-06,1.1201617167005838e-06,1.8468344489482234e-06,8.359411014477291e-05,0.43734300068343707,0.5615595286880175,0.0007450661935200021,8.276937764575076e-06,1.1201617167005838e-06,2.6606172847009715e-07,1.109110294891996e-07,7.864769671128806e-08,4.3866163104789106e-07,0.43734300068343707,-0.43852696882870745,0.43734300068343707,0.0007450661935200021,8.359411014477291e-05,8.276937764575076e-06,-0.43659793448991707,0.000755357575086996,0.43768511373689534,-0.43692975616180835,0.0007701418738581833,0.43929711070256516,-0.43852696882870695,0.5608144624944975,0.12421652800458044,-6.374999998660124
pccv3_n09_grid_r36,grid,36,9,8,1.0,-0.03381594383353963,8,False,False,False,False,0,-0.13535588720460937,-0.03812927892625072,-0.03381594383353963,-0.08062228105655873,7.754541118812056,0.5664364476984269,0.7540171993589708,0.5092236551564483,7.754541118812056,8.0,0.5664364476984269,0.20429876351832033,7.754541118812056,0.7540171993589708,0.5092236551564483,0.9725553437597512,1.931255785815297e-06,0.00018505821616528428,1.1113609713104254e-05,5.948686611038709e-06,1.6010672810952514e-06,2.991187475483203e-06,8.211908563174791e-05,0.24479354420252256,0.7540171993589708,0.0008828633724554552,1.2593369654392541e-05,1.5040635183041343e-06,4.0481320420832777e-07,1.9122021777593221e-07,1.3142360556547308e-07,8.050671873907693e-07,0.24479354420252256,-0.24545888118794412,0.24479354420252256,0.0008828633724554552,8.211908563174791e-05,1.2593369654392541e-05,-0.2439106808300671,0.0008984933298430924,0.2450843073111861,-0.244185813981343,0.0009215616681699937,0.2463804428561142,-0.2454588811879442,0.7531343359865154,0.5092236551564483,-5.624999998871407
pccv3_n09_grid_r37,grid,37,9,8,1.0,0.04425505313789845,8,False,False,False,False,0,-0.15107208408537426,0.04425505313789845,0.014970432733899985,-0.01972500766272792,7.593005221501739,0.6869777458527433,0.5918028818264963,0.18506310598954467,7.593005221501739,8.0,0.6869777458527433,0.24777484678570785,7.593005221501739,0.5918028818264963,0.18506310598954467,0.982880865456174,1.5157780758333433e-06,0.00015461356711295968,8.722700571421374e-06,3.6361625772535933e-06,1.1804891524214751e-06,2.3476830098560285e-06,0.0001281791492023831,0.40673977583695164,0.5918028818264963,0.001142448321053438,1.1922518090517089e-05,1.5157780758333433e-06,3.8324871602339886e-07,1.700655868274109e-07,1.13288104065619e-07,5.935872232896689e-07,0.40673977583695164,-0.4069947784982606,0.40673977583695164,0.001142448321053438,0.0001281791492023831,1.1922518090517089e-05,-0.4055973275158982,0.0011571468068499945,0.40703997136665376,-0.4058828245598038,0.0011780588534476243,0.40817283735170784,-0.4069947784982602,0.5906604335054428,0.18506310598954467,-5.874999999127145
