sample_id,baseline_best_numeral,baseline_entropy,baseline_entropy_norm,baseline_expected_numeral,baseline_top1_prob,baseline_conditional_margin,baseline_vocab_numeral_mass,baseline_numprob_0,baseline_numprob_1,baseline_numprob_2,baseline_numprob_3,baseline_numprob_4,baseline_numprob_5,baseline_numprob_6,baseline_numprob_7,baseline_numprob_8,baseline_numprob_9,baseline_numprob_10,baseline_numprob_11,baseline_numprob_12,baseline_numprob_13,baseline_numprob_14,baseline_numprob_15,geom_top2_prob,geom_expected_minus_pred,geom_p_down1,geom_p_up1,geom_p_down2,geom_p_up2,geom_local_asymmetry,geom_up_mass,geom_down_mass,geom_signed_tail_mass,geom_up_distance_mass,geom_down_distance_mass,geom_signed_distance_mass,geom_up_boundary_gap,geom_down_boundary_gap,geom_up_down_logratio
pccv2_n09_dense_r12,7.0,0.021825743871411,0.0078719731117493,6.999527446906892,0.9971881971972052,0.9956889853787644,0.9928840119866322,7.867141601538943e-06,0.0001230628000536,2.117412436989671e-06,1.989124902671813e-06,8.826688249759066e-07,3.080816917025774e-06,0.0011675873381916,0.9971881971972052,0.0014992118184409,3.716174558244377e-06,1.5491320318276397e-06,1.3536164838923214e-07,1.8501743679822939e-07,8.739604881735815e-08,9.30326096973925e-08,2.3756709137934438e-07,0.0014992118184409,-0.0004725530931075639,0.0011675873381916,0.0014992118184409,3.080816917025774e-06,3.716174558244377e-06,0.00033162448024929994,0.0015052154998660533,0.001306587302928402,0.00019862819693765126,0.0015158342387222405,0.0019883873318285875,-0.000472553093106347,0.9956889853787643,0.9960206098590136,0.24999999981061674
pccv2_n09_dense_r13,7.0,0.541192916422912,0.1951940841718926,7.219781528206192,0.7762985597114459,0.5538852985584599,0.9829510657077948,3.310858012492234e-05,0.0003789076345492,1.5639385859759238e-05,1.2965506268199225e-05,3.489618671511168e-06,7.86397707035916e-06,0.0005513073552024,0.7762985597114459,0.2224132611529859,0.0002772147473634,6.519465976030741e-06,3.6780310199388027e-07,1.7373788337630105e-07,8.467308190821928e-08,9.299518764386465e-08,4.436552274558886e-07,0.2224132611529859,0.2197815282061919,0.0005513073552024,0.2224132611529859,7.86397707035916e-06,0.0002772147473634,0.2218619537977835,0.22269815823080769,0.0010032820577463512,0.22169487617306133,0.22299429719409025,0.0032127689878989015,0.21978152820619135,0.55388529855846,0.7757472523562435,5.999999998190675
pccv2_n09_dense_r14,7.0,0.0297532911998075,0.0107312314160219,6.996563999149022,0.9959987611825,0.993529927085262,0.9922919996644736,1.4680224159247416e-05,0.0003341203618139,2.89070753157049e-06,3.077142149708909e-06,1.20502617991035e-06,5.073349715192997e-06,0.0024688340972381,0.9959987611825,0.0011661946518018,3.077142149708909e-06,1.36547355167044e-06,1.439198535057992e-07,1.7360048079093116e-07,9.292164133973734e-08,8.729180369261795e-08,2.2290742968476766e-07,0.0024688340972381,-0.0034360008509777273,0.0024688340972381,0.0011661946518018,5.073349715192997e-06,3.077142149708909e-06,-0.0013026394454363,0.0011713579087121932,0.00282988090878763,-0.001658523000075437,0.001180840870485572,0.004616841721463037,-0.003436000850977465,0.9948325665306982,0.9935299270852619,-0.7499999995475909
pccv2_n09_dense_r15,7.0,0.0954475954210874,0.0344254431446947,7.016879539639619,0.9814445126778186,0.963468729394282,0.9906428121507318,1.0583336733164905e-05,0.0001068879145567,2.513762809624378e-06,1.957720444591241e-06,7.666543415621343e-07,2.361461620175845e-06,0.0004227499028249,0.9814445126778186,0.0179757832835366,2.876849192622528e-05,2.361461620175845e-06,1.606994800002505e-07,1.4181679334717622e-07,7.130996198153946e-08,9.746916162002908e-08,2.820363707455381e-07,0.0179757832835366,0.016879539639618635,0.0004227499028249,0.0179757832835366,2.361461620175845e-06,2.876849192622528e-05,0.017553033380711697,0.018007666568850694,0.0005478207533307185,0.017459845815519976,0.018045122969005508,0.0011655833293887793,0.01687953963961673,0.9634687293942821,0.9810217627749938,3.7499999976901908
pccv2_n09_dense_r16,7.0,0.3528490337782941,0.1272633878036018,7.104459529825653,0.8918476073894971,0.7853316003973975,0.99102409596631,2.4558316468574075e-05,0.0002330028192395,6.609781208452498e-06,5.8331114432211936e-06,2.284279262198243e-06,9.03449973857046e-06,0.0010442461883437,0.8918476073894971,0.1065160069920996,0.0002991815420634,9.617174910803104e-06,6.148054228984511e-07,4.4980125615365646e-07,1.76144702796064e-07,1.995980974892758e-07,5.775562453593682e-07,0.1065160069920996,0.10445952982565299,0.0010442461883437,0.1065160069920996,9.03449973857046e-06,0.0002991815420634,0.10547176080375589,0.10682682361479849,0.0013255689957042164,0.10550125461909428,0.10715500433379321,0.0026954745081396014,0.10445952982565361,0.7853316003973975,0.8908033612011534,4.624999999051789
pccv2_n09_dense_r17,7.0,0.0260509293559765,0.009395886648104,7.001355114595174,0.9964280085455204,0.993629247339855,0.994681797375172,1.009390899086332e-05,0.000122968985321,2.115798265351799e-06,2.252255529655009e-06,9.99432332899648e-07,3.0784683111509503e-06,0.0006244880360373,0.9964280085455204,0.0027987612056652,5.402880145790181e-06,1.283296517702672e-06,9.895720170940445e-08,1.2706356215917094e-07,6.389157146310467e-08,7.239863536742563e-08,1.8487639205239985e-07,0.0027987612056652,0.0013551145951735677,0.0006244880360373,0.0027987612056652,3.0784683111509503e-06,5.402880145790181e-06,0.0021742731696279003,0.0028059945696914446,0.0007659968847882207,0.002039997684903224,0.002816817153140292,0.0014617025579657227,0.001355114595174569,0.9936292473398551,0.9958035205094831,1.499999998755971
pccv2_n09_dense_r18,7.0,0.0978857907843602,0.0353048362345227,6.980637412907703,0.9811495170971652,0.9631791368461576,0.9942537143724336,2.2398189727909708e-05,0.0002904641439344,3.031265350814049e-06,3.6564039601736073e-06,1.7271629340958013e-06,9.939136442445606e-06,0.0179703802510076,0.9811495170971652,0.0005426584626845,3.031265350814049e-06,1.8385553729932924e-06,2.8195159826795144e-07,3.853821420872281e-07,2.1958412551931478e-07,1.7101228890449197e-07,3.0013591403926865e-07,0.0179703802510076,-0.019362587092296657,0.0179703802510076,0.0005426584626845,9.939136442445606e-06,3.031265350814049e-06,-0.0174277217883231,0.0005488863494771256,0.01830159655335744,-0.017752710203880313,0.0005622070546963774,0.01992479414699131,-0.019362587092294933,0.9806068586344807,0.9631791368461576,-3.499999998212935
pccv2_n09_dense_r19,7.0,0.3273960123961138,0.1180831508726737,7.09386712247097,0.9032904705595148,0.8080843554084203,0.9891337692990588,6.694588098469801e-06,0.0001956445423881,2.4873412290671358e-05,1.0368780883785497e-05,3.3662502974190508e-06,1.1749368018650412e-05,0.0008236942897604,0.9032904705595148,0.0952061151510944,0.0003890856321666,3.193809358097528e-05,3.1622995020952047e-06,1.0928614648028736e-06,4.0204126494948497e-07,3.776828160835998e-07,9.644468576425995e-07,0.0952061151510944,0.09386712247096973,0.0008236942897604,0.0952061151510944,1.1749368018650412e-05,0.0003890856321666,0.094382420861334,0.09563313820874754,0.001076391231737496,0.09455674697701004,0.09611098580366632,0.0022438633326963453,0.09386712247096998,0.8080843554084205,0.9024667762697545,4.749999998796551
pccv2_n09_distractors_r00,8.0,0.6643605516818993,0.239617418318433,7.837732338270098,0.7656964799673007,0.5720980914632513,0.9782656259620026,1.9807113283927607e-05,0.0004508078204477,5.674832967798452e-06,2.3656223322946467e-06,7.680051270174709e-07,1.060198375119256e-05,0.0018979718163847,0.1935983885040494,0.7656964799673007,0.0381217829971647,0.0001879246585187,6.430428198873443e-06,6.366986132093203e-07,1.882077505702301e-07,7.370321410748561e-08,9.764089471892725e-08,0.1935983885040494,-0.16226766172990192,0.1935983885040494,0.0381217829971647,0.0018979718163847,0.0001879246585187,-0.1554766055068847,0.03831713433435487,0.19598638569834403,-0.15766925136398915,0.03852153713755208,0.20078919886745403,-0.16226766172990195,0.727574696970136,0.5720980914632513,-1.624999999978935
pccv2_n09_distractors_r01,9.0,0.6988066430353643,0.252041219611846,8.735271035254229,0.7322279802865423,0.4945083598176953,0.9194076224937078,9.619209607679194e-05,0.0055906296191732,1.1488507558248735e-05,4.226385740422437e-06,1.0038546028785014e-06,3.5037968434726307e-06,3.1229001331701936e-05,0.0019320698974692,0.237719620468847,0.7322279802865423,0.0221113690732625,0.0002614772268069,7.895928074093407e-06,7.818027508116111e-07,2.701838010197335e-07,2.618711193654693e-07,0.237719620468847,-0.2647289647457711,0.237719620468847,0.0221113690732625,0.0019320698974692,0.0002614772268069,-0.2156082513955845,0.02238205608581469,0.24538996362764293,-0.22300790754182823,0.022664060667823113,0.2873930254135958,-0.2647289647457727,0.7101166112132798,0.49450835981769536,-2.3749999999589853
pccv2_n09_distractors_r02,9.0,0.7214494530956287,0.2602078870582796,8.680871802621079,0.6667970166682178,0.3518244085266588,0.964168712755992,3.4303279290739075e-05,0.0016528245564609,4.642444018756803e-06,2.4849212172992084e-06,9.141514287750928e-07,3.1907020014788254e-06,3.651565072770351e-05,0.0024048455395208,0.3149726081415589,0.6667970166682178,0.0138389305771071,0.0002381119534565,1.1136644260221022e-05,1.6043857222386377e-06,4.893099996488322e-07,3.810750108911794e-07,0.3149726081415589,-0.3191281973789213,0.3149726081415589,0.0138389305771071,0.0024048455395208,0.0002381119534565,-0.3011336775644518,0.0140906539455566,0.31911232938622536,-0.30502167544066877,0.014359714959753307,0.33348791233867237,-0.31912819737891907,0.6529580860911107,0.35182440852665886,-3.1249999999309215
pccv2_n09_distractors_r03,8.0,0.5539598066782045,0.1997987664866136,7.934091097795178,0.842276878928445,0.7416812511755925,0.941323794678766,6.711208110208425e-05,0.0026807826755975,1.095574607136136e-05,2.444557375448392e-06,2.658332820257158e-07,1.5783248672266892e-06,0.0002067197629765,0.1005956277528526,0.842276878928445,0.0538449594137564,0.0003007754803628,9.66841197347975e-06,1.3084772728791395e-06,3.521718803905404e-07,2.0703116820806914e-07,3.6335101589950257e-07,0.1005956277528526,-0.06590890220482226,0.1005956277528526,0.0538449594137564,0.0002067197629765,0.0003007754803628,-0.046750668339096205,0.054157634337430066,0.10356548673412476,-0.04940785239669469,0.05448629602301646,0.12039519822783998,-0.06590890220482351,0.7884319195146886,0.7416812511755925,-0.6249999999913701
pccv2_n09_distractors_r04,8.0,0.7235312084889164,0.2609587216038396,8.427221560968817,0.5589563492426146,0.1236407067497327,0.9581201899943323,4.453728314449214e-05,0.0012227120494201,1.6384350834490065e-05,1.0578531972766117e-05,2.84717325538493e-06,4.694195107521662e-06,3.060999721168733e-05,0.0025884814289349,0.5589563492426146,0.4353156424928819,0.0017790355344565,2.5376578995909657e-05,1.6222704199515632e-06,3.8532299894122813e-07,2.487832264651801e-07,4.947645242748806e-07,0.4353156424928819,0.42722156096881747,0.0025884814289349,0.4353156424928819,3.060999721168733e-05,0.0017790355344565,0.432727161063947,0.437122805747504,0.003920845009881342,0.4332019607376227,0.43896321504648583,0.011741654077669788,0.427221560968816,0.12364070674973271,0.5563678678136798,5.124999999616
pccv2_n09_distractors_r05,8.0,0.6162079401424568,0.2222500348499814,8.227685249407664,0.7470531192331753,0.5045204808263735,0.9688039645053976,3.610356347446871e-05,0.0011231489386913,6.678487713149441e-06,3.5747368736868934e-06,9.038350262513173e-07,2.9635609581196065e-06,5.591829299791775e-05,0.0082990105154444,0.7470531192331753,0.2425326384068018,0.0008747092729586,1.0343844119181636e-05,5.149896743482235e-07,1.2620364730165342e-07,8.406975329747289e-08,1.620486908140183e-07,0.2425326384068018,0.22768524940766355,0.0082990105154444,0.2425326384068018,5.591829299791775e-05,0.0008747092729586,0.2342336278913574,0.24341857883564538,0.009528301931179295,0.2338902769044661,0.24431741822136593,0.016632168813701782,0.22768524940766416,0.5045204808263735,0.738754108717731,3.3749999998836344
pccv2_n09_distractors_r06,8.0,0.541292870695133,0.1952301350551048,8.113031285331385,0.8289296827073989,0.6848833029002079,0.9713920662210428,1.777673551140087e-05,0.0010331737027843,5.093119996531233e-06,2.7261506849619424e-06,5.368108982349172e-07,2.5609815646511534e-06,0.0001088957071111,0.0250315074588561,0.8289296827073989,0.1440463798071909,0.0008046364887772,1.568791402687685e-05,8.314289838232439e-07,2.382083921139528e-07,1.090597489637419e-07,1.6371807401795576e-07,0.1440463798071909,0.11303128533138462,0.0250315074588561,0.1440463798071909,0.0001088957071111,0.0008046364887772,0.1190148723483348,0.1448680466251939,0.026202270667407282,0.11866577595778662,0.14570903366973367,0.0326777483383505,0.11303128533138318,0.6848833029002079,0.8038981752485428,1.749999999966994
pccv2_n09_distractors_r07,9.0,0.5845175036194035,0.2108201259461275,8.80864080323872,0.7853343569154642,0.5867707355413777,0.9694820508480432,1.0873893649904957e-05,0.0007161322370015,2.426293631540287e-06,1.2987013952247829e-06,3.49540738614247e-07,1.382460439005674e-06,1.021507773836522e-05,0.0008114841365496,0.1985636213740864,0.7853343569154642,0.0143839004881799,0.0001597907007296,3.530236403233936e-06,3.720841794209218e-07,1.4122722490841728e-07,1.246325885422963e-07,0.1985636213740864,-0.19135919676127955,0.1985636213740864,0.0143839004881799,0.0008114841365496,0.0001597907007296,-0.1841797208859065,0.014547859369305605,0.20011778371523015,-0.18556992434592454,0.014717014867222282,0.20607621162850306,-0.19135919676128077,0.7709504564272842,0.5867707355413778,-2.624999999935515
pccv2_n09_distractors_r08,9.0,0.6875506405445702,0.2479814748684204,8.700289964066076,0.6950786675425131,0.4053267703552946,0.9463725486117696,5.538342209724215e-05,0.0022122830351178,9.04109512171818e-06,3.76888917254495e-06,1.0798048267685608e-06,2.935213838887346e-06,2.3087245192163696e-05,0.0015204784116876,0.2897518971872185,0.6950786675425131,0.0112349002811729,0.0001034698544419,2.433377740523684e-06,3.191896971105462e-07,1.1381059141956457e-07,1.4163956949839952e-07,0.2897518971872185,-0.29971003593392354,0.2897518971872185,0.0112349002811729,0.0015204784116876,0.0001034698544419,-0.2785169969060456,0.011341378153213353,0.29357995430427325,-0.2822385761510599,0.011451835772440801,0.31116187170636445,-0.29971003593392365,0.6838437672613402,0.40532677035529463,-3.249999999914448
pccv2_n09_distractors_r09,9.0,0.7245869584670613,0.2613395029183117,9.04981806987657,0.7661631546957373,0.5952090472886512,0.8725330826000004,0.0001375724134468,0.0096445707722219,2.5448337628028617e-05,8.794710152703348e-06,1.7317811091041495e-06,3.0393705003691084e-06,1.6430681689576153e-05,0.0004237528658453,0.0489791718150823,0.7661631546957373,0.170954107407086,0.0035480393060234,8.882342601910086e-05,3.666180636743001e-06,1.0180615945285111e-06,6.781752264977725e-07,0.170954107407086,0.04981806987657045,0.0489791718150823,0.170954107407086,0.0004237528658453,0.0035480393060234,0.1219749355920037,0.17459633255658627,0.05924051274767608,0.11535581980891019,0.1783404803790687,0.12852241050249744,0.04981806987657125,0.5952090472886513,0.717183982880655,1.2499999999854325
pccv2_n09_distractors_r10,8.0,0.5120111503859351,0.1846689868854104,8.119978004720657,0.8358466534521377,0.6905982843619021,0.9738157062387884,2.6080826991609905e-05,0.0011089849831396,1.9081140642915234e-05,1.0213398598298572e-05,5.135619333628668e-06,1.0213398598298572e-05,0.000124424666742,0.0173474438563468,0.8358466534521377,0.1452483690902355,0.0002474479968901,5.135619333628668e-06,5.084951742817368e-07,1.033070607150226e-07,7.558106019965015e-08,1.2856771433405845e-07,0.1452483690902355,0.11997800472065734,0.0173474438563468,0.1452483690902355,0.000124424666742,0.0002474479968901,0.1279009252338887,0.14550176865746875,0.01865157789039315,0.1268501907670756,0.14576257591837882,0.025784571197719274,0.11997800472065955,0.6905982843619022,0.8184992095957909,2.1249999999492437
pccv2_n09_distractors_r11,8.0,0.4664291836392367,0.1682287675405536,8.085609451072642,0.8629009081433557,0.7461199693346444,0.9728671729822836,3.45723815054111e-05,0.0018875880724355,1.122400895818589e-05,5.643786135604589e-06,1.832269094166876e-06,6.807705558028996e-06,0.0001455551628571,0.0179089369991295,0.8629009081433557,0.1167809388087113,0.0003081402821867,6.807705558028996e-06,6.74054130437815e-07,1.70427573890417e-07,8.30597659129235e-08,1.1713304434523985e-07,0.1167809388087113,0.08560945107264217,0.0179089369991295,0.1167809388087113,0.0001455551628571,0.0003081402821867,0.09887200180958179,0.11709693147097061,0.0200021603856735,0.09709477108529711,0.11742250913405589,0.03181305806141338,0.0856094510726425,0.7461199693346444,0.8449919711442262,1.8749999999527274
pccv2_n09_distractors_r12,8.0,0.7664924139568949,0.2764537011236557,8.391556614156269,0.5822811248037308,0.1820855504837785,0.9784687558940988,1.6033954700471738e-05,0.0007725592017459,2.965983386543564e-06,1.914982802931461e-06,6.217038919205072e-07,3.360899486283746e-06,9.226903862628932e-05,0.0120848592016545,0.5822811248037308,0.4001955743199523,0.0044457712497402,9.821988034736294e-05,3.8083980537955184e-06,5.486517589446357e-07,1.8960897427635747e-07,1.781211472618745e-07,0.4001955743199523,0.3915566141562685,0.0120848592016545,0.4001955743199523,9.226903862628932e-05,0.0044457712497402,0.3881107151182978,0.4047442902299742,0.01297458496629484,0.3917697052636794,0.40940213781336116,0.017845523657092605,0.3915566141562685,0.18208555048377856,0.5701962656020764,3.4999999999197553
pccv2_n09_distractors_r13,9.0,0.712485904795323,0.2569749703878746,8.724459609405226,0.6893843058878586,0.4020061718007792,0.953971982273046,2.2898105271931827e-05,0.0008071860346573,2.569096210318241e-06,1.2918227013934857e-06,5.385118203694351e-07,2.7347886803106392e-06,2.594695256705089e-05,0.0013308247847516,0.2873781340870793,0.6893843058878586,0.0208176022102245,0.0002172511739732,7.433926374363903e-06,8.340634235608028e-07,2.6244970059825894e-07,1.8610470527306958e-07,0.2873781340870793,-0.27554039059477375,0.2873781340870793,0.0208176022102245,0.0013308247847516,0.0002172511739732,-0.2665605318768548,0.02104356992840149,0.28957212418373957,-0.26852855425533806,0.021280171467722864,0.29682056206249313,-0.27554039059477026,0.668566703677634,0.4020061718007793,-2.6249999999554468
pccv2_n09_distractors_r14,9.0,0.6754008463776916,0.243599362920326,8.76143106946564,0.7535443861372694,0.5376503048618744,0.933937980204135,9.299476506381762e-05,0.0050773421352513,3.8765985584031406e-05,1.2585472869434013e-05,4.349423040484795e-06,8.125792012548284e-06,5.298681992325056e-05,0.0021165510970996,0.215894081275395,0.7535443861372694,0.0227550687539227,0.0003915225849168,9.80157612603913e-06,9.116885968229636e-07,2.959819524210468e-07,2.3051097632051455e-07,0.215894081275395,-0.23856893053435968,0.215894081275395,0.0227550687539227,0.0021165510970996,0.0003915225849168,-0.1931390125214723,0.023157831096491104,0.22329778276623946,-0.20013995166974835,0.02357402838214174,0.26214295891650613,-0.2385689305343644,0.7307893173833466,0.5376503048618744,-2.249999999960688
pccv2_n09_distractors_r15,9.0,0.8191488822912739,0.2954455075578395,8.525822868672545,0.5169596024763086,0.0607443545296024,0.9783071842581704,4.621503162822649e-06,0.0003239923848912,5.23684915979593e-06,2.983866706958286e-06,2.183043517504231e-06,1.041471814663671e-05,0.0001846052962546,0.0137765067653547,0.4562152479467061,0.5169596024763086,0.0121577245488613,0.0003448880984482,1.041471814663671e-05,1.168498991698436e-06,2.607273671509508e-07,1.4855797573992522e-07,0.4562152479467061,-0.47417713132745476,0.4562152479467061,0.0121577245488613,0.0137765067653547,0.0003448880984482,-0.44405752339784477,0.012514605149790727,0.4705257923739003,-0.45801118722410955,0.012885613880854598,0.48706274520830867,-0.4741771313274541,0.5048018779274472,0.06074435452960247,-3.6249999999199414
pccv2_n09_distractors_r16,8.0,0.416594504864885,0.1502547065575407,8.004494474641973,0.8962557438270224,0.8313311955036407,0.9564866503655765,4.90814459066034e-05,0.0036627923754316,7.526883509708314e-06,2.295569772556457e-06,3.3070818115717405e-07,1.1542849710769573e-06,7.14130824111556e-05,0.0347516064815235,0.8962557438270224,0.0649245483233818,0.0002653317897431,6.642451383432656e-06,8.989580393622882e-07,2.4963163183918977e-07,1.4223581633152337e-07,2.419512739551058e-07,0.0649245483233818,0.004494474641973056,0.0347516064815235,0.0649245483233818,7.14130824111556e-05,0.0002653317897431,0.030172941841858307,0.06519805534126982,0.03854620083170736,0.026651854509562464,0.0654825303211506,0.060988055679178726,0.004494474641971877,0.8313311955036407,0.8615041373454989,0.6249999999866287
pccv2_n09_distractors_r17,8.0,0.6737332018790281,0.2429978873082791,8.286875280583532,0.6970839843582861,0.4064961467531492,0.9765620706492228,8.517826277507476e-06,0.0001710851142021,1.2271092211282378e-06,1.0829200867786652e-06,6.170292660026041e-07,4.28303202800143e-06,0.000103768367184,0.0087749923500247,0.6970839843582861,0.2905878376051369,0.0032281392820107,3.164756392841928e-05,2.023161074346393e-06,4.5142825452498004e-07,1.6607117400364928e-07,1.767818445128683e-07,0.2905878376051369,0.28687528058353173,0.0087749923500247,0.2905878376051369,0.000103768367184,0.0032281392820107,0.2818128452551122,0.29385044189342335,0.009065573748290218,0.28478486814513315,0.29715164254646925,0.010276361962936138,0.2868752805835331,0.4064961467531492,0.6883089920082615,3.4999999998894857
pccv2_n09_distractors_r18,8.0,0.4678769028762731,0.1687509218815216,8.038438529384576,0.873919017286668,0.7926318862822636,0.9832167949924652,2.5363929993788017e-06,0.0001013158629502,9.93265770020381e-07,7.266887610446318e-07,3.22466182979708e-07,2.874109803615617e-06,0.0002430441205181,0.0435098658616278,0.873919017286668,0.0812871310044044,0.0009030184569315,2.726879458139325e-05,1.2753784942320906e-06,3.654020564098202e-07,1.262795716678439e-07,1.1862867919126305e-07,0.0812871310044044,0.03843852938457637,0.0435098658616278,0.0812871310044044,0.0002430441205181,0.0009030184569315,0.03777726514277661,0.0822193039447188,0.04386167876861314,0.03835762517610566,0.0831834909044549,0.04474496151987854,0.038438529384576356,0.7926318862822636,0.8304091514250402,0.624999999989319
pccv2_n09_distractors_r19,8.0,0.7309363532406574,0.26362956300644,8.499606876328334,0.4970098699579562,0.0,0.9767703077581302,1.0012808905983898e-05,0.0002582337452112,1.4424818888796595e-06,1.055342294376832e-06,2.840415251910039e-07,1.1958594883291024e-06,1.3685887110421683e-05,0.0023016123175392,0.4970098699579562,0.4970098699579562,0.003348826161799,4.215550006991098e-05,1.123406024625798e-06,2.5862275174859697e-07,1.384307835484662e-07,2.354786951557139e-07,0.4970098699579562,0.49960687632833434,0.0023016123175392,0.4970098699579562,1.3685887110421683e-05,0.003348826161799,0.494708257640417,0.5004026075580803,0.0025875224839635824,0.4978150850741167,0.5038422544551886,0.0042353781268572276,0.4996068763283314,0.0,0.494708257640417,5.374999999567543
pccv2_n09_grid_r00,8.0,0.4928853349750126,0.1777708071238365,7.81906751238689,0.8154784173631041,0.6335205874992866,0.98133704929743,1.4355244246480898e-06,0.000146427472142,1.129127422748642e-05,3.2350042288386965e-06,8.179371616462216e-07,2.223383723324293e-06,8.881275127837213e-05,0.1819578298638175,0.8154784173631041,0.0022905110444503,1.6428707061092505e-05,1.7315729847931751e-06,2.826715192539923e-07,1.0398904053824125e-07,6.507467874295498e-08,3.863661574055958e-07,0.1819578298638175,-0.1809324876131102,0.1819578298638175,0.0022905110444503,8.881275127837213e-05,1.6428707061092505e-05,-0.1796673188193672,0.0023095094258921266,0.1822120732110038,-0.17990256378511169,0.0023333088199808693,0.1832657964330911,-0.18093248761311023,0.8131879063186538,0.6335205874992866,-4.374999999568929
pccv2_n09_grid_r01,8.0,0.6859012816212691,0.2473865943835973,7.590015937685206,0.5919357074847592,0.1851046419969351,0.964698924513108,3.636978686303931e-06,0.0004763502036844,7.699483939325366e-06,3.4166252870881075e-06,9.78879533824567e-07,3.015161233147459e-06,0.0001546482689528,0.406831065487824,0.5919357074847592,0.000574588025002,7.232995789524808e-06,9.195722209955636e-07,2.116975456889323e-07,1.0644821095134121e-07,6.257767497642353e-08,3.601096558775437e-07,0.406831065487824,-0.4099840623147939,0.406831065487824,0.000574588025002,0.0001546482689528,7.232995789524808e-06,-0.406256477462822,0.0005834814261000146,0.40748081108914086,-0.4068973296630408,0.0005960879981225501,0.41058015031291695,-0.4099840623147944,0.5913611194597572,0.18510464199693522,-6.562499998262137
pccv2_n09_grid_r02,8.0,0.2458955122229411,0.0886880590152221,7.940806748156413,0.9374639794300336,0.8775339122667425,0.97439961915196,2.4011159636767837e-06,0.0002030462151863,8.921228079125068e-06,4.485875192465125e-06,1.2852247607573866e-06,2.555974638553152e-06,4.530573451205424e-05,0.0599300671632909,0.9374639794300336,0.0023237408795585,1.219387302041317e-05,1.1342068704934217e-06,2.3774267544043161e-07,1.022518505583594e-07,7.02766006252971e-08,4.728077667671281e-07,0.0599300671632909,-0.05919325184358737,0.0599300671632909,0.0023237408795585,4.530573451205424e-05,1.219387302041317e-05,-0.0576063262837324,0.0023379520383427976,0.06019806853162383,-0.05786011649328103,0.0023567247901364816,0.06154997663372429,-0.059193251843587806,0.935140238550475,0.8775339122667427,-3.2499999995863456
pccv2_n09_grid_r03,7.0,0.3994996695862065,0.1440890480371998,7.130660816693966,0.8663015881393479,0.7334499368125293,0.9811327010304184,2.6764422157096483e-06,0.0003972192443889,9.944189205415136e-06,2.361951965310416e-06,5.971949802193122e-07,1.6233442627771153e-06,0.0001997343794565,0.8663015881393479,0.1328516513268185,0.0002263287031054,4.6973023747663575e-06,8.162687572422907e-07,2.196957555934711e-07,1.1046996345858325e-07,6.91303366739849e-08,3.622170653294925e-07,0.1328516513268185,0.13066081669396556,0.0001997343794565,0.1328516513268185,1.6233442627771153e-06,0.0002263287031054,0.132651916947362,0.13308425511417699,0.0006141567464748316,0.13247009836770215,0.13332680866262062,0.0026659919686543975,0.13066081669396623,0.7334499368125293,0.8661018537598913,6.499999995001027
pccv2_n09_grid_r04,8.0,0.5973899459296456,0.2154628781174064,7.731940342498097,0.7295079295201506,0.4611369600781417,0.9737620033487387,2.718623039602813e-06,0.0001790429133847,7.389983606982421e-06,4.210685734301659e-06,1.2063816609481972e-06,2.3991764117446003e-06,9.583476558451532e-05,0.2683709694420089,0.7295079295201506,0.0018082693681934,1.665358513527023e-05,1.988987104987843e-06,4.438030112690993e-07,1.737957563490861e-07,1.2323964530852068e-07,6.457295711782442e-07,0.2683709694420089,-0.26805965750190275,0.2683709694420089,0.0018082693681934,9.583476558451532e-05,1.665358513527023e-05,-0.2665627000738155,0.001828298508417763,0.2686637719714317,-0.26683547346301395,0.0018554472354758247,0.26991510473738006,-0.26805965750190425,0.7276996601519572,0.46113696007814176,-4.9999999994507345
pccv2_n09_grid_r05,7.0,0.5383871351145918,0.1941821124770594,7.221264617709669,0.7765756535992745,0.554083003718245,0.9802433968972936,2.3992335826713065e-06,0.0002951988939094,1.0101150677267872e-05,4.482358441761297e-06,1.2064104082954873e-06,2.55397085440325e-06,0.0002028870348949,0.7765756535992745,0.2224926498810295,0.000403489048388,7.390159705834131e-06,9.395533706860188e-07,3.050283200080702e-07,1.3535549650213197e-07,1.0541496666887918e-07,5.029066793632308e-07,0.2224926498810295,0.22126461770966888,0.0002028870348949,0.2224926498810295,2.55397085440325e-06,0.000403489048388,0.22228976284613458,0.22290551734795655,0.0005188290527686992,0.22238668829518785,0.22333265510318637,0.0020680373935170766,0.2212646177096693,0.554083003718245,0.7763727665643796,6.9999999950758705
pccv2_n09_grid_r06,8.0,0.644631197581713,0.2325015579883627,7.679288081602976,0.6775466623141299,0.357496281115624,0.9783481973781818,2.8611787882192883e-06,0.0003106707605381,1.546738639481077e-05,6.4477659316887e-06,1.7353926579744382e-06,3.451240403351772e-06,0.0001378593143096,0.3200503811985059,0.6775466623141299,0.001903089131628,1.75268449662667e-05,2.228288280772475e-06,4.971983209456317e-07,2.1384233317395381e-07,1.3806698730166564e-07,7.700758239106123e-07,0.3200503811985059,-0.3207119183970244,0.3200503811985059,0.001903089131628,0.0001378593143096,1.75268449662667e-05,-0.31814729206687786,0.001924463448340371,0.3205288742375296,-0.3186044107891893,0.0019541046240436873,0.3226660230210668,-0.3207119183970231,0.6756435731825019,0.357496281115624,-5.124999999477698
